;W_VM_G;HP_ID_Reg;W_ID;W_GEW;W_HOCH;W_SZ;W_AZ;zweck;wegkm;wegmin_imp1;ST_JAHR;ST_MONAT;ST_WOCHE;ST_WOTAG;W_SZS;W_SZM;W_AZS;W_AZM;W_FOLGETAG;weg_intermod
1593;0;1661;9;0.583608095;156.4197568;50400;54000;7;4.9;60;2017;6;24;2;14;0;15;0;0;0
1594;1;1661;10;0.583608095;156.4197568;65400;66600;7;14.25;20;2017;6;24;2;18;10;18;30;0;0
1595;1;1661;11;0.583608095;156.4197568;66900;67200;7;0.95;5;2017;6;24;2;18;35;18;40;0;0
1596;1;1661;12;0.583608095;156.4197568;78300;79500;8;14.25;20;2017;6;24;2;21;45;22;5;0;0
1597;0;1552;1;0.341972654;91.65616422;50400;51300;4;0.98;15;2017;7;30;2;14;0;14;15;0;0
1598;0;1552;2;0.341972654;91.65616422;54000;55200;8;0.98;20;2017;7;30;2;15;0;15;20;0;0
1599;0;202;1;0.247697844;66.38844952;39600;40800;5;2.16;20;2017;7;29;6;11;0;11;20;0;0
1600;0;202;2;0.247697844;66.38844952;41100;41400;5;0.2;5;2017;7;29;6;11;25;11;30;0;0
1601;0;202;3;0.247697844;66.38844952;41700;43200;8;1.96;25;2017;7;29;6;11;35;12;0;0;0
1602;703;347;1;0.060910183;16.32526372;36000;43200;8;70703;120;2017;3;10;2;10;0;12;0;0;703
1603;1;969;1;1.852857247;496.60634;27000;30600;2;9999;60;2017;3;12;5;7;30;8;30;0;0
1604;1;969;2;1.852857247;496.60634;57600;61200;8;9999;60;2017;3;12;5;16;0;17;0;0;0
1605;1;969;3;1.852857247;496.60634;63000;64800;5;9999;30;2017;3;12;5;17;30;18;0;0;0
1606;1;969;4;1.852857247;496.60634;65400;66600;5;9999;20;2017;3;12;5;18;10;18;30;0;0
1607;1;969;5;1.852857247;496.60634;68400;72000;5;9999;60;2017;3;12;5;19;0;20;0;0;0
1608;1;969;6;1.852857247;496.60634;73800;74700;8;9999;15;2017;3;12;5;20;30;20;45;0;0
1609;1;1952;1;6.321850898;1694.394558;24300;24600;5;1.9;5;2017;5;19;5;6;45;6;50;0;0
1610;1;1952;2;6.321850898;1694.394558;25200;25800;6;8.55;10;2017;5;19;5;7;0;7;10;0;0
1611;0;1952;3;6.321850898;1694.394558;26400;27000;7;0.98;10;2017;5;19;5;7;20;7;30;0;0
1612;1;1952;4;6.321850898;1694.394558;27000;29100;1;38;35;2017;5;19;5;7;30;8;5;0;0
1613;1;1952;5;6.321850898;1694.394558;52200;54600;8;38;40;2017;5;19;5;14;30;15;10;0;0
1614;1;1952;6;6.321850898;1694.394558;55200;55800;6;6.65;10;2017;5;19;5;15;20;15;30;0;0
1615;1;1952;7;6.321850898;1694.394558;56700;57600;7;7.6;15;2017;5;19;5;15;45;16;0;0;0
1616;1;1952;8;6.321850898;1694.394558;65400;65700;8;1.9;5;2017;5;19;5;18;10;18;15;0;0
1617;0;2097;1;0.45008522;120.6327007;28200;30300;1;2.7;35;2016;11;46;4;7;50;8;25;0;1
1618;0;2097;2;0.45008522;120.6327007;36000;37200;2;0.98;20;2016;11;46;4;10;0;10;20;0;0
1619;0;2097;3;0.45008522;120.6327007;61200;63300;8;2.7;35;2016;11;46;4;17;0;17;35;0;1
1620;0;60;1;1.976927152;529.859793;43200;43800;4;2.7;10;2016;7;30;2;12;0;12;10;0;1
1621;0;60;2;1.976927152;529.859793;55800;56400;8;2.7;10;2016;7;30;2;15;30;15;40;0;1
1622;1;1673;1;0.396326827;106.2242736;42000;42900;7;9.5;15;2017;2;5;5;11;40;11;55;0;0
1623;1;1673;2;0.396326827;106.2242736;45000;45900;8;9.5;15;2017;2;5;5;12;30;12;45;0;0
1624;1;1673;3;0.396326827;106.2242736;52800;54600;5;23.75;30;2017;2;5;5;14;40;15;10;0;0
1625;1;1673;4;0.396326827;106.2242736;54900;56700;8;23.75;30;2017;2;5;5;15;15;15;45;0;0
1626;1;1081;1;1.330638616;356.6403044;25200;25800;1;2.47;10;2016;7;27;1;7;0;7;10;0;0
1627;1;1081;2;1.330638616;356.6403044;58500;59100;8;2.47;10;2016;7;27;1;16;15;16;25;0;0
1628;1;1081;3;1.330638616;356.6403044;69300;70200;7;6.65;15;2016;7;27;1;19;15;19;30;0;0
1629;1;1081;4;1.330638616;356.6403044;73800;74700;8;6.65;15;2016;7;27;1;20;30;20;45;0;0
1630;0;774;1;6.322872242;1694.668301;36900;38700;5;0.98;30;2016;11;48;2;10;15;10;45;0;0
1631;1;774;2;6.322872242;1694.668301;52200;54000;4;7.13;30;2016;11;48;2;14;30;15;0;0;0
1632;0;774;3;6.322872242;1694.668301;63000;65100;5;1.47;35;2016;11;48;2;17;30;18;5;0;0
1633;1;398;1;0.099805611;26.75009062;26100;26400;1;1.9;5;2017;7;27;4;7;15;7;20;0;0
1634;1;398;2;0.099805611;26.75009062;44100;44400;8;1.9;5;2017;7;27;4;12;15;12;20;0;0
1635;1;398;3;0.099805611;26.75009062;49500;49800;1;1.9;5;2017;7;27;4;13;45;13;50;0;0
1636;1;398;4;0.099805611;26.75009062;56100;56400;8;1.9;5;2017;7;27;4;15;35;15;40;0;0
1637;0;398;5;0.099805611;26.75009062;66600;69300;7;2.94;45;2017;7;27;4;18;30;19;15;0;0
1638;1;1488;1;0.381869874;102.3494932;36000;36900;5;3.8;15;2017;3;9;6;10;0;10;15;0;0
1639;1;1488;2;0.381869874;102.3494932;39600;40500;8;3.8;15;2017;3;9;6;11;0;11;15;0;0
1640;1;1488;3;0.381869874;102.3494932;45000;45900;7;6.65;15;2017;3;9;6;12;30;12;45;0;0
1641;1;1488;4;0.381869874;102.3494932;59400;60300;5;6.65;15;2017;3;9;6;16;30;16;45;0;0
1642;1;1488;5;0.381869874;102.3494932;64800;65700;5;7.6;15;2017;3;9;6;18;0;18;15;0;0
1643;1;1488;6;0.381869874;102.3494932;67500;68400;8;5.7;15;2017;3;9;6;18;45;19;0;0;0
1644;0;1252;1;0.389931742;104.5102505;29400;30000;4;0.98;10;2017;7;28;5;8;10;8;20;0;0
1645;0;1252;2;0.389931742;104.5102505;30300;30900;8;0.98;10;2017;7;28;5;8;25;8;35;0;0
1646;0;1252;3;0.389931742;104.5102505;48600;49200;4;2.45;10;2017;7;28;5;13;30;13;40;0;0
1647;0;1252;4;0.389931742;104.5102505;49500;50100;8;2.45;10;2017;7;28;5;13;45;13;55;0;0
1648;1;1252;5;0.389931742;104.5102505;60000;61200;5;5.7;20;2017;7;28;5;16;40;17;0;0;0
1649;1;1252;6;0.389931742;104.5102505;85500;86340;8;5.7;14;2017;7;28;5;23;45;23;59;0;0
1650;0;979;1;4.825255753;1293.274267;27900;28560;1;1.47;11;2016;9;39;3;7;45;7;56;0;0
1651;0;979;2;4.825255753;1293.274267;60660;61380;8;1.37;12;2016;9;39;3;16;51;17;3;0;0
1652;1;508;1;0.35517175;95.193811;30600;31500;1;18.05;15;2017;2;6;2;8;30;8;45;0;0
1653;1;508;2;0.35517175;95.193811;44100;44160;4;0.29;1;2017;2;6;2;12;15;12;16;0;0
1654;1;508;3;0.35517175;95.193811;45000;45300;5;1.43;5;2017;2;6;2;12;30;12;35;0;1
1655;1;508;4;0.35517175;95.193811;49500;50400;4;8.55;15;2017;2;6;2;13;45;14;0;0;0
1656;1;508;5;0.35517175;95.193811;51300;52200;5;0.19;15;2017;2;6;2;14;15;14;30;0;1
1657;1;508;6;0.35517175;95.193811;53100;53400;4;0.48;5;2017;2;6;2;14;45;14;50;0;0
1658;1;508;7;0.35517175;95.193811;55800;56700;8;18.05;15;2017;2;6;2;15;30;15;45;0;0
1659;0;508;8;0.35517175;95.193811;57300;57600;5;0.49;5;2017;2;6;2;15;55;16;0;0;0
1660;0;508;9;0.35517175;95.193811;61200;61500;8;0.49;5;2017;2;6;2;17;0;17;5;0;0
1661;1;508;10;0.35517175;95.193811;70200;71700;6;20.9;25;2017;2;6;2;19;30;19;55;0;0
1662;1;508;11;0.35517175;95.193811;71760;72900;8;20.9;19;2017;2;6;2;19;56;20;15;0;0
1663;1;508;12;0.35517175;95.193811;79200;80100;6;20.9;15;2017;2;6;2;22;0;22;15;0;0
1664;703;1913;1;0.375477219;100.6361217;25920;28500;3;70703;43;2017;3;13;3;7;12;7;55;0;703
1665;703;1913;2;0.375477219;100.6361217;45600;48000;10;70703;40;2017;3;13;3;12;40;13;20;0;703
1666;703;1913;3;0.375477219;100.6361217;48000;49500;9;70703;25;2017;3;13;3;13;20;13;45;0;703
1667;703;1913;4;0.375477219;100.6361217;49560;50100;8;70703;9;2017;3;13;3;13;46;13;55;0;703
1668;0;447;1;0.035895621;9.620813046;57600;58500;7;0.98;15;2016;11;44;2;16;0;16;15;0;0
1669;0;447;2;0.035895621;9.620813046;61200;62100;8;0.98;15;2016;11;44;2;17;0;17;15;0;0
1670;0;1772;1;0.375104811;100.5363083;36000;39600;7;1.96;60;2016;8;34;7;10;0;11;0;0;0
1671;0;1772;2;0.375104811;100.5363083;43200;50400;7;4.9;120;2016;8;34;7;12;0;14;0;0;0
1672;0;1772;3;0.375104811;100.5363083;61200;64800;7;2.94;60;2016;8;34;7;17;0;18;0;0;0
1673;1;959;1;0.641118249;171.8337383;24300;25200;1;5.7;15;2017;1;4;5;6;45;7;0;0;1
1674;1;959;2;0.641118249;171.8337383;45000;45900;8;5.7;15;2017;1;4;5;12;30;12;45;0;1
1675;1;959;3;0.641118249;171.8337383;50400;51300;4;5.7;15;2017;1;4;5;14;0;14;15;0;1
1676;1;959;4;0.641118249;171.8337383;53100;54000;8;5.7;15;2017;1;4;5;14;45;15;0;0;1
1677;1;959;5;0.641118249;171.8337383;71100;72000;7;5.7;15;2017;1;4;5;19;45;20;0;0;1
1678;1;382;1;0.736076338;197.2845868;27600;28500;5;7.6;15;2016;7;27;6;7;40;7;55;0;0
1679;1;382;2;0.736076338;197.2845868;28800;30000;8;7.6;20;2016;7;27;6;8;0;8;20;0;0
1680;1;382;3;0.736076338;197.2845868;52800;54000;4;9.5;20;2016;7;27;6;14;40;15;0;0;0
1681;1;382;4;0.736076338;197.2845868;61800;63900;7;7.6;35;2016;7;27;6;17;10;17;45;0;0
1682;1;382;5;0.736076338;197.2845868;83700;85500;8;8.55;30;2016;7;27;6;23;15;23;45;0;0
1683;1;1315;1;2.706810552;725.4845364;35100;36900;5;19;30;2017;4;17;6;9;45;10;15;0;1
1684;1;1315;2;2.706810552;725.4845364;40200;42000;8;19;30;2017;4;17;6;11;10;11;40;0;1
1685;1;1315;3;2.706810552;725.4845364;45900;46500;5;3.8;10;2017;4;17;6;12;45;12;55;0;1
1686;1;1315;4;2.706810552;725.4845364;54600;55200;8;3.8;10;2017;4;17;6;15;10;15;20;0;1
1687;0;1315;5;2.706810552;725.4845364;57600;59700;7;9.8;35;2017;4;17;6;16;0;16;35;0;0
1688;0;1315;6;2.706810552;725.4845364;61200;62400;8;5.88;20;2017;4;17;6;17;0;17;20;0;0
1689;1;2106;1;0.693729543;185.9347176;39900;40260;5;0.48;6;2016;9;36;2;11;5;11;11;0;0
1690;0;2106;2;0.693729543;185.9347176;50400;51120;4;0.29;12;2016;9;36;2;14;0;14;12;0;0
1691;0;2106;3;0.693729543;185.9347176;53400;54000;8;0.29;10;2016;9;36;2;14;50;15;0;0;0
1692;1;745;1;4.517036252;1210.664688;30600;32100;1;16.15;25;2016;10;42;2;8;30;8;55;0;0
1693;1;745;2;4.517036252;1210.664688;64800;66000;8;18.05;20;2016;10;42;2;18;0;18;20;0;0
1694;0;745;3;4.517036252;1210.664688;66600;67200;4;0.49;10;2016;10;42;2;18;30;18;40;0;0
1695;0;745;4;4.517036252;1210.664688;68400;70200;8;0.49;30;2016;10;42;2;19;0;19;30;0;0
1696;0;297;1;0.262082539;70.24386289;26400;26700;3;0.78;5;2017;2;8;5;7;20;7;25;0;0
1697;0;297;2;0.262082539;70.24386289;45000;45300;8;0.78;5;2017;2;8;5;12;30;12;35;0;0
1698;1;98;1;0.47516768;127.3553497;28800;29400;3;1.52;10;2017;5;22;1;8;0;8;10;0;1
1699;1;98;2;0.47516768;127.3553497;54600;56100;8;1.52;25;2017;5;22;1;15;10;15;35;0;1
1700;0;98;3;0.47516768;127.3553497;58800;59400;5;1.57;10;2017;5;22;1;16;20;16;30;0;0
1701;0;98;4;0.47516768;127.3553497;63000;63600;8;1.57;10;2017;5;22;1;17;30;17;40;0;0
1702;0;919;1;0.64890337;173.9203211;23400;23700;7;0.29;5;2017;4;14;1;6;30;6;35;0;0
1703;0;919;2;0.64890337;173.9203211;24720;25200;1;0.29;8;2017;4;14;1;6;52;7;0;0;0
1704;0;919;3;0.64890337;173.9203211;59400;60000;7;0.29;10;2017;4;14;1;16;30;16;40;0;0
1705;0;919;4;0.64890337;173.9203211;61800;62100;1;0.29;5;2017;4;14;1;17;10;17;15;0;0
1706;0;919;5;0.64890337;173.9203211;69600;71400;4;4.9;30;2017;4;14;1;19;20;19;50;0;0
1707;0;919;6;0.64890337;173.9203211;74400;76500;8;4.9;35;2017;4;14;1;20;40;21;15;0;0
1708;1;1827;1;4.080393273;1093.634802;61200;61800;4;5.7;10;2017;6;26;2;17;0;17;10;0;0
1709;1;1827;2;4.080393273;1093.634802;63300;63900;8;5.7;10;2017;6;26;2;17;35;17;45;0;0
1710;703;260;1;8.126037652;2177.956139;54000;54900;7;0.95;15;2017;3;9;4;15;0;15;15;0;703
1711;703;260;2;8.126037652;2177.956139;56400;57000;7;0.95;10;2017;3;9;4;15;40;15;50;0;703
1712;0;1457;1;1.037694516;278.1248671;31500;31800;1;0.05;5;2017;6;22;4;8;45;8;50;0;0
1713;0;1457;2;1.037694516;278.1248671;49500;49800;8;0.05;5;2017;6;22;4;13;45;13;50;0;0
1714;1;1457;3;1.037694516;278.1248671;52200;52800;7;0.95;10;2017;6;22;4;14;30;14;40;0;0
1715;1;1457;4;1.037694516;278.1248671;57600;58200;8;0.95;10;2017;6;22;4;16;0;16;10;0;0
1716;1;1457;5;1.037694516;278.1248671;61200;62100;4;5.7;15;2017;6;22;4;17;0;17;15;0;0
1717;1;1457;6;1.037694516;278.1248671;63900;64800;8;5.7;15;2017;6;22;4;17;45;18;0;0;0
1718;0;158;1;0.272364828;72.99974162;27000;27900;7;0.98;15;2017;2;5;7;7;30;7;45;0;0
1719;1;158;2;0.272364828;72.99974162;37800;38700;7;4.75;15;2017;2;5;7;10;30;10;45;0;0
1720;703;158;3;0.272364828;72.99974162;63900;64800;8;70703;15;2017;2;5;7;17;45;18;0;0;703
1721;703;158;4;0.272364828;72.99974162;78300;79200;7;70703;15;2017;2;5;7;21;45;22;0;0;703
1722;1;1479;1;0.107268898;28.7504151;31500;31860;99;0.76;6;2017;2;6;4;8;45;8;51;0;0
1723;1;1479;2;0.107268898;28.7504151;41400;42300;99;1.9;15;2017;2;6;4;11;30;11;45;0;0
1724;1;1479;3;0.107268898;28.7504151;42300;43200;4;1.43;15;2017;2;6;4;11;45;12;0;0;0
1725;1;1479;4;0.107268898;28.7504151;43800;44100;8;0.76;5;2017;2;6;4;12;10;12;15;0;0
1726;1;1479;5;0.107268898;28.7504151;50100;50400;99;0.76;5;2017;2;6;4;13;55;14;0;0;0
1727;1;1479;6;0.107268898;28.7504151;53100;54000;4;1.9;15;2017;2;6;4;14;45;15;0;0;0
1728;1;1479;7;0.107268898;28.7504151;54300;54900;9;1.9;10;2017;2;6;4;15;5;15;15;0;0
1729;1;1479;8;0.107268898;28.7504151;57300;57600;8;0.76;5;2017;2;6;4;15;55;16;0;0;0
1730;0;653;1;0.134234073;35.97767274;29700;30000;4;0.49;5;2016;7;30;5;8;15;8;20;0;0
1731;0;653;2;0.134234073;35.97767274;30600;30900;8;0.49;5;2016;7;30;5;8;30;8;35;0;0
1732;1;555;1;0.436978373;117.1197784;25200;28800;2;17.1;60;2017;5;22;2;7;0;8;0;0;0
1733;1;555;2;0.436978373;117.1197784;46800;48600;2;28.5;30;2017;5;22;2;13;0;13;30;0;0
1734;1;555;3;0.436978373;117.1197784;53100;55800;9;42.75;45;2017;5;22;2;14;45;15;30;0;0
1735;1;555;4;0.436978373;117.1197784;60300;61200;7;7.6;15;2017;5;22;2;16;45;17;0;0;0
1736;1;555;5;0.436978373;117.1197784;72000;72900;8;7.6;15;2017;5;22;2;20;0;20;15;0;0
1737;0;1357;1;0.144197207;38.64801089;50400;54000;7;72.2;60;2017;4;13;6;14;0;15;0;0;708
1738;1;1357;2;0.144197207;38.64801089;50400;54000;8;66.5;60;2017;4;13;6;14;0;15;0;0;0
1739;1;661;1;0.151747779;40.67172965;34800;35100;5;0.48;5;2017;4;14;6;9;40;9;45;0;0
1740;1;661;2;0.151747779;40.67172965;38400;39000;5;0.48;10;2017;4;14;6;10;40;10;50;0;0
1741;1;1549;1;6.763832289;1812.855255;30600;31800;3;5.7;20;2016;11;44;4;8;30;8;50;0;0
1742;1;1549;2;6.763832289;1812.855255;52200;53400;3;5.7;20;2016;11;44;4;14;30;14;50;0;0
1743;1;1549;3;6.763832289;1812.855255;54000;56100;7;19;35;2016;11;44;4;15;0;15;35;0;0
1744;1;1549;4;6.763832289;1812.855255;68400;70500;8;21.85;35;2016;11;44;4;19;0;19;35;0;0
1745;1;2038;1;0.042307708;11.33939264;49800;50940;5;13.3;19;2017;5;20;4;13;50;14;9;0;0
1746;0;2038;2;0.042307708;11.33939264;54000;54180;5;0.1;3;2017;5;20;4;15;0;15;3;0;0
1747;1;2038;3;0.042307708;11.33939264;54600;55500;8;14.25;15;2017;5;20;4;15;10;15;25;0;1
1748;1;902;1;0.630242943;168.9189179;20400;21000;1;4.75;10;2017;5;20;7;5;40;5;50;0;0
1749;1;902;2;0.630242943;168.9189179;52200;52800;8;4.75;10;2017;5;20;7;14;30;14;40;0;0
1750;1;902;3;0.630242943;168.9189179;54000;55800;7;14.25;30;2017;5;20;7;15;0;15;30;0;0
1751;1;902;4;0.630242943;168.9189179;61200;63000;8;14.25;30;2017;5;20;7;17;0;17;30;0;0
1752;1;1167;1;0.360163364;96.53167311;34200;34800;1;4.28;10;2016;10;41;6;9;30;9;40;0;0
1753;1;1167;2;0.360163364;96.53167311;61200;61800;7;2.85;10;2016;10;41;6;17;0;17;10;0;0
1754;1;1167;3;0.360163364;96.53167311;68400;69300;8;6.18;15;2016;10;41;6;19;0;19;15;0;0
1755;1;1728;1;0.334369814;89.61843648;21600;23100;1;17.1;25;2016;10;41;5;6;0;6;25;0;1
1756;1;1728;2;0.334369814;89.61843648;54300;55500;8;17.1;20;2016;10;41;5;15;5;15;25;0;1
1757;1;1728;3;0.334369814;89.61843648;60300;60600;4;3.8;5;2016;10;41;5;16;45;16;50;0;1
1758;1;1728;4;0.334369814;89.61843648;63600;63900;8;2.85;5;2016;10;41;5;17;40;17;45;0;1
1759;0;582;1;0.391116926;104.827906;27600;28500;10;2.84;15;2017;4;14;3;7;40;7;55;0;0
1760;0;582;2;0.391116926;104.827906;28800;30600;4;2.84;30;2017;4;14;3;8;0;8;30;0;0
1761;0;582;3;0.391116926;104.827906;36600;37080;4;2.84;8;2017;4;14;3;10;10;10;18;0;0
1762;0;582;4;0.391116926;104.827906;37260;38280;8;2.84;17;2017;4;14;3;10;21;10;38;0;0
1763;1;582;5;0.391116926;104.827906;69600;69900;7;1.43;5;2017;4;14;3;19;20;19;25;0;0
1764;1;582;6;0.391116926;104.827906;75900;76200;8;1.43;5;2017;4;14;3;21;5;21;10;0;0
1765;1;1733;1;0.735536289;197.1398417;27300;27900;6;2.38;10;2016;7;26;5;7;35;7;45;0;0
1766;1;1733;2;0.735536289;197.1398417;27900;28200;6;2.38;5;2016;7;26;5;7;45;7;50;0;0
1767;0;1733;3;0.735536289;197.1398417;28500;29100;3;0.59;10;2016;7;26;5;7;55;8;5;0;0
1768;0;1733;4;0.735536289;197.1398417;70200;71100;6;0.98;15;2016;7;26;5;19;30;19;45;0;0
1769;1;82;1;0.199003914;53.33740929;28800;32400;1;1.9;60;2016;12;50;6;8;0;9;0;0;0
1770;1;1444;1;0.132387587;35.48277397;36900;37800;5;4.75;15;2017;1;3;2;10;15;10;30;0;0
1771;1;1444;2;0.132387587;35.48277397;39600;40500;4;5.7;15;2017;1;3;2;11;0;11;15;0;0
1772;1;1444;3;0.132387587;35.48277397;41400;43200;4;5.7;30;2017;1;3;2;11;30;12;0;0;0
1773;0;1444;4;0.132387587;35.48277397;50400;54000;4;1.96;60;2017;1;3;2;14;0;15;0;0;0
1774;0;1444;5;0.132387587;35.48277397;55800;57600;8;1.96;30;2017;1;3;2;15;30;16;0;0;0
1775;1;1605;1;1.139123583;305.3100795;33600;35400;1;14.25;30;2017;5;21;4;9;20;9;50;0;0
1776;1;1605;2;1.139123583;305.3100795;66600;68400;4;19;30;2017;5;21;4;18;30;19;0;0;0
1777;1;1605;3;1.139123583;305.3100795;69300;69900;8;4.75;10;2017;5;21;4;19;15;19;25;0;0
1778;1;414;1;0.137913566;36.96385749;27900;28800;1;7.79;15;2017;5;18;5;7;45;8;0;0;0
1779;1;414;2;0.137913566;36.96385749;42000;43200;2;7.7;20;2017;5;18;5;11;40;12;0;0;0
1780;1;414;3;0.137913566;36.96385749;45000;46200;8;7.79;20;2017;5;18;5;12;30;12;50;0;0
1781;1;1757;1;0.253612041;67.9735838;33000;33600;4;4.75;10;2017;2;7;4;9;10;9;20;0;0
1782;1;1757;2;0.253612041;67.9735838;36600;37200;8;4.75;10;2017;2;7;4;10;10;10;20;0;0
1783;0;104;1;0.520552677;139.5195232;25200;25800;4;0.98;10;2017;6;26;4;7;0;7;10;0;0
1784;0;104;2;0.520552677;139.5195232;28200;28800;8;0.98;10;2017;6;26;4;7;50;8;0;0;0
1785;1;104;3;0.520552677;139.5195232;36000;37200;4;7.6;20;2017;6;26;4;10;0;10;20;0;0
1786;1;104;4;0.520552677;139.5195232;42600;45000;5;9.5;40;2017;6;26;4;11;50;12;30;0;0
1787;703;1600;1;3.066241781;821.8199813;19800;21000;1;70703;20;2017;1;2;4;5;30;5;50;0;703
1788;703;1600;2;3.066241781;821.8199813;50400;52800;9;70703;40;2017;1;2;4;14;0;14;40;0;703
1789;703;1600;3;3.066241781;821.8199813;53100;53700;7;70703;10;2017;1;2;4;14;45;14;55;0;703
1790;703;1600;4;3.066241781;821.8199813;57900;59100;9;70703;20;2017;1;2;4;16;5;16;25;0;703
1791;703;1600;5;3.066241781;821.8199813;66600;66900;4;70703;5;2017;1;2;4;18;30;18;35;0;703
1792;703;1600;6;3.066241781;821.8199813;69000;69300;8;70703;5;2017;1;2;4;19;10;19;15;0;703
1793;0;1669;1;0.127070453;34.05766569;53700;54000;5;0.49;5;2017;5;18;1;14;55;15;0;0;0
1794;0;1669;2;0.127070453;34.05766569;60900;61200;8;0.49;5;2017;5;18;1;16;55;17;0;0;0
1795;0;1726;1;0.254653263;68.25265406;24600;28200;3;22.5;60;2017;5;19;4;6;50;7;50;0;0
1796;0;1726;2;0.254653263;68.25265406;49500;53100;8;22.5;60;2017;5;19;4;13;45;14;45;0;0
1797;0;1156;1;4.278251862;1146.665239;29700;33300;5;9999;60;2016;12;49;7;8;15;9;15;0;0
1798;1;1156;2;4.278251862;1146.665239;43200;46800;7;9999;60;2016;12;49;7;12;0;13;0;0;0
1799;0;1156;3;4.278251862;1146.665239;47700;57600;7;9999;165;2016;12;49;7;13;15;16;0;0;0
1800;0;1156;4;4.278251862;1146.665239;58500;59400;7;9999;15;2016;12;49;7;16;15;16;30;0;0
1801;1;1156;5;4.278251862;1146.665239;64800;68400;8;9999;60;2016;12;49;7;18;0;19;0;0;0
1802;1;1005;1;0.232164495;62.22517158;45000;45600;4;3.42;10;2017;5;20;5;12;30;12;40;0;0
1803;1;1005;2;0.232164495;62.22517158;47700;48300;8;3.42;10;2017;5;20;5;13;15;13;25;0;0
1804;0;418;1;0.410522832;110.0291139;28200;34200;3;18;100;2016;10;41;1;7;50;9;30;0;1
1805;0;418;2;0.410522832;110.0291139;48600;54600;8;18;100;2016;10;41;1;13;30;15;10;0;1
1806;1;1526;1;0.193812393;51.94596787;41400;42300;1;6.65;15;2016;10;43;1;11;30;11;45;0;0
1807;1;1526;2;0.193812393;51.94596787;61200;62100;8;6.65;15;2016;10;43;1;17;0;17;15;0;0
1808;0;1526;3;0.193812393;51.94596787;64800;65100;4;0.49;5;2016;10;43;1;18;0;18;5;0;0
1809;0;1526;4;0.193812393;51.94596787;66300;66600;8;0.49;5;2016;10;43;1;18;25;18;30;0;0
1810;1;560;2;0.087209755;23.3741252;44400;45600;8;9.5;20;2017;5;20;3;12;20;12;40;0;0
1811;1;560;3;0.087209755;23.3741252;45900;46500;4;2.85;10;2017;5;20;3;12;45;12;55;0;0
1812;1;560;4;0.087209755;23.3741252;47100;47700;8;2.85;10;2017;5;20;3;13;5;13;15;0;0
1813;1;560;5;0.087209755;23.3741252;72000;73800;5;23.75;30;2017;5;20;3;20;0;20;30;0;0
1814;1;560;6;0.087209755;23.3741252;74700;76500;5;23.75;30;2017;5;20;3;20;45;21;15;0;0
1815;1;1197;1;2.788687061;747.4292348;45000;46800;4;37.05;30;2017;3;10;6;12;30;13;0;0;0
1816;1;1197;2;2.788687061;747.4292348;48600;49500;5;6.65;15;2017;3;10;6;13;30;13;45;0;0
1817;0;1197;3;2.788687061;747.4292348;59400;61200;5;1.47;30;2017;3;10;6;16;30;17;0;0;0
1818;0;1197;4;2.788687061;747.4292348;61200;63000;9;1.47;30;2017;3;10;6;17;0;17;30;0;0
1819;1;1197;5;2.788687061;747.4292348;63900;64800;4;4.75;15;2017;3;10;6;17;45;18;0;0;0
1820;1;1197;6;2.788687061;747.4292348;66600;68400;8;46.55;30;2017;3;10;6;18;30;19;0;0;0
1821;1;1166;1;0.629824208;168.8066877;22800;24600;1;19;30;2017;3;11;1;6;20;6;50;0;0
1822;1;1166;2;0.629824208;168.8066877;52200;54000;8;19;30;2017;3;11;1;14;30;15;0;0;0
1823;0;613;1;0.552574234;148.1020022;32400;35100;7;8.1;45;2017;3;9;3;9;0;9;45;0;1
1824;0;613;2;0.552574234;148.1020022;40200;42000;8;8.1;30;2017;3;9;3;11;10;11;40;0;1
1825;1;613;3;0.552574234;148.1020022;50400;50700;4;0.95;5;2017;3;9;3;14;0;14;5;0;0
1826;1;613;4;0.552574234;148.1020022;52500;52800;8;0.95;5;2017;3;9;3;14;35;14;40;0;0
1827;1;613;5;0.552574234;148.1020022;63000;67800;7;95;80;2017;3;9;3;17;30;18;50;0;0
1828;0;613;6;0.552574234;148.1020022;68400;69300;7;1.27;15;2017;3;9;3;19;0;19;15;0;0
1829;1;613;7;0.552574234;148.1020022;81000;1200;10;123.5;110;2017;3;9;3;22;30;0;20;1;1
1830;0;1731;1;2.406691964;645.0461789;0;1800;10;6.12;30;2016;9;38;4;0;0;0;30;0;0
1831;0;1731;2;2.406691964;645.0461789;18600;19800;2;10.35;20;2016;9;38;4;5;10;5;30;0;0
1832;0;1731;3;2.406691964;645.0461789;22800;26100;2;9994;55;2016;9;38;4;6;20;7;15;0;0
1833;0;1731;4;2.406691964;645.0461789;27900;29700;2;33.57;30;2016;9;38;4;7;45;8;15;0;0
1834;0;1731;5;2.406691964;645.0461789;29700;30900;2;0.98;20;2016;9;38;4;8;15;8;35;0;0
1835;0;1731;6;2.406691964;645.0461789;34200;34380;2;0.9;3;2016;9;38;4;9;30;9;33;0;0
1836;0;1731;7;2.406691964;645.0461789;34500;35100;2;4.5;10;2016;9;38;4;9;35;9;45;0;0
1837;0;1731;8;2.406691964;645.0461789;35400;36900;2;1.08;25;2016;9;38;4;9;50;10;15;0;0
1838;1;330;1;1.908883807;511.6226855;27000;28800;3;11.4;30;2017;2;9;2;7;30;8;0;0;0
