;W_VM_G;HP_ID_Reg;W_ID;W_GEW;W_HOCH;W_SZ;W_AZ;zweck;wegkm;wegmin_imp1;ST_JAHR;ST_MONAT;ST_WOCHE;ST_WOTAG;W_SZS;W_SZM;W_AZS;W_AZM;W_FOLGETAG;weg_intermod
0;703;1410;1;0.146626909;39.29922444;14400;15600;8;70703;20;2017;3;10;1;4;0;4;20;0;703
1;703;1410;2;0.146626909;39.29922444;27000;30600;1;70703;60;2017;3;10;1;7;30;8;30;0;703
2;703;1410;3;0.146626909;39.29922444;43200;45000;8;70703;30;2017;3;10;1;12;0;12;30;0;703
3;1;1410;4;0.146626909;39.29922444;50400;53400;2;9.5;50;2017;3;10;1;14;0;14;50;0;0
4;703;1410;5;0.146626909;39.29922444;58500;59400;8;70703;15;2017;3;10;1;16;15;16;30;0;703
5;703;2060;1;0.161518508;43.29049903;10800;11700;8;70703;15;2017;3;10;1;3;0;3;15;0;703
6;703;2060;2;0.161518508;43.29049903;30600;31800;3;70703;20;2017;3;10;1;8;30;8;50;0;703
7;703;2060;3;0.161518508;43.29049903;72000;73200;7;70703;20;2017;3;10;1;20;0;20;20;0;703
8;703;2060;4;0.161518508;43.29049903;82200;84000;8;70703;30;2017;3;10;1;22;50;23;20;0;703
9;703;866;1;0.290877358;77.96150532;37800;38400;4;70703;10;2017;3;9;5;10;30;10;40;0;703
10;703;866;2;0.290877358;77.96150532;39000;39600;8;70703;10;2017;3;9;5;10;50;11;0;0;703
11;703;866;3;0.290877358;77.96150532;56100;56400;4;70703;5;2017;3;9;5;15;35;15;40;0;703
12;703;866;4;0.290877358;77.96150532;57300;57600;8;70703;5;2017;3;9;5;15;55;16;0;0;703
13;703;866;5;0.290877358;77.96150532;61200;62100;5;70703;15;2017;3;9;5;17;0;17;15;0;703
14;703;866;6;0.290877358;77.96150532;63000;63600;8;70703;10;2017;3;9;5;17;30;17;40;0;703
15;703;866;7;0.290877358;77.96150532;71400;72000;7;70703;10;2017;3;9;5;19;50;20;0;0;703
16;703;866;8;0.290877358;77.96150532;77400;78000;8;70703;10;2017;3;9;5;21;30;21;40;0;703
17;703;1659;1;0.073108998;19.5948134;27600;29400;2;70703;30;2017;3;13;4;7;40;8;10;0;703
18;703;1659;2;0.073108998;19.5948134;61200;73800;8;70703;210;2017;3;13;4;17;0;20;30;0;703
19;1;636;1;0.190005539;50.92564766;22200;23400;1;13.3;20;2016;7;29;2;6;10;6;30;0;0
20;1;636;2;0.190005539;50.92564766;64800;66000;8;13.3;20;2016;7;29;2;18;0;18;20;0;0
21;0;1900;1;0.671753191;180.044574;36900;38400;5;2.7;25;2017;7;26;6;10;15;10;40;0;1
22;0;1900;2;0.671753191;180.044574;39000;40200;4;1.67;20;2017;7;26;6;10;50;11;10;0;0
23;0;1900;3;0.671753191;180.044574;42000;42600;8;0.78;10;2017;7;26;6;11;40;11;50;0;0
24;0;1900;4;0.671753191;180.044574;46800;47700;7;3.43;15;2017;7;26;6;13;0;13;15;0;0
25;0;1900;5;0.671753191;180.044574;55800;56700;8;3.43;15;2017;7;26;6;15;30;15;45;0;0
26;0;1900;6;0.671753191;180.044574;68400;72000;7;38.25;60;2017;7;26;6;19;0;20;0;0;1
27;0;1900;7;0.671753191;180.044574;81000;84600;8;38.25;60;2017;7;26;6;22;30;23;30;0;1
28;0;749;1;0.395493623;106.0009566;27000;31800;1;18;80;2017;2;7;1;7;30;8;50;0;1
29;0;749;2;0.395493623;106.0009566;45600;45660;2;2.7;1;2017;2;7;1;12;40;12;41;0;0
30;0;749;3;0.395493623;106.0009566;63360;68400;8;18;84;2017;2;7;1;17;36;19;0;0;1
31;0;87;1;0.359855922;96.4492719;39600;39900;5;0.15;5;2017;5;19;3;11;0;11;5;0;0
32;1;87;2;0.359855922;96.4492719;39900;40500;5;2.38;10;2017;5;19;3;11;5;11;15;0;0
33;1;87;3;0.359855922;96.4492719;40500;41100;8;2.38;10;2017;5;19;3;11;15;11;25;0;0
34;1;1264;1;0.446051925;119.5516894;27000;27600;6;1.9;10;2016;9;36;2;7;30;7;40;0;0
35;1;1264;2;0.446051925;119.5516894;28200;30300;1;20.7;35;2016;9;36;2;7;50;8;25;0;1
36;1;1264;3;0.446051925;119.5516894;53700;56700;9;20.7;50;2016;9;36;2;14;55;15;45;0;1
37;1;1264;4;0.446051925;119.5516894;57000;57300;6;1.9;5;2016;9;36;2;15;50;15;55;0;0
38;0;1264;5;0.446051925;119.5516894;58800;60000;7;0.49;20;2016;9;36;2;16;20;16;40;0;0
39;0;1264;6;0.446051925;119.5516894;60900;61200;7;0.1;5;2016;9;36;2;16;55;17;0;0;0
40;1;1264;7;0.446051925;119.5516894;64500;65100;4;1.9;10;2016;9;36;2;17;55;18;5;0;1
41;1;1264;8;0.446051925;119.5516894;66300;66900;8;1.62;10;2016;9;36;2;18;25;18;35;0;0
42;1;1698;1;4.647505931;1245.63342;28800;30600;2;21.85;30;2016;9;36;2;8;0;8;30;0;0
43;0;1698;2;4.647505931;1245.63342;32400;52200;2;22.5;330;2016;9;36;2;9;0;14;30;0;0
44;1;1698;3;4.647505931;1245.63342;53100;56700;8;21.85;60;2016;9;36;2;14;45;15;45;0;0
45;1;1698;4;4.647505931;1245.63342;65400;66300;4;9.5;15;2016;9;36;2;18;10;18;25;0;0
46;1;1698;5;4.647505931;1245.63342;68400;69300;8;9.5;15;2016;9;36;2;19;0;19;15;0;0
47;0;1422;1;0.847452436;227.1358213;46800;51300;7;6.86;75;2016;12;49;1;13;0;14;15;0;0
48;1;1794;1;0.320564133;85.91821146;36900;37800;7;5.7;15;2016;7;27;4;10;15;10;30;0;0
49;1;1794;2;0.320564133;85.91821146;55800;56700;8;5.7;15;2016;7;27;4;15;30;15;45;0;0
50;1;1794;3;0.320564133;85.91821146;66600;69300;7;13.5;45;2016;7;27;4;18;30;19;15;0;1
51;0;1794;4;0.320564133;85.91821146;81000;84600;8;13.5;60;2016;7;27;4;22;30;23;30;0;1
52;0;1902;1;0.222589886;59.65896648;28800;29700;3;2.7;15;2017;3;10;1;8;0;8;15;0;1
53;1;1902;2;0.222589886;59.65896648;54600;54900;8;2.85;5;2017;3;10;1;15;10;15;15;0;0
54;1;1902;3;0.222589886;59.65896648;58800;59100;7;2.85;5;2017;3;10;1;16;20;16;25;0;0
55;1;1902;4;0.222589886;59.65896648;64200;65100;7;5.7;15;2017;3;10;1;17;50;18;5;0;0
56;1;1902;5;0.222589886;59.65896648;65100;65700;8;2.85;10;2017;3;10;1;18;5;18;15;0;0
57;1;331;1;0.166689685;44.67648779;23400;25200;1;12.35;30;2016;12;51;3;6;30;7;0;0;0
58;1;331;2;0.166689685;44.67648779;59400;61200;8;12.35;30;2016;12;51;3;16;30;17;0;0;0
59;1;331;3;0.166689685;44.67648779;63000;64200;5;2.38;20;2016;12;51;3;17;30;17;50;0;0
60;1;1102;1;0.197308979;52.88312946;26400;29700;1;32.3;55;2017;3;10;3;7;20;8;15;0;0
61;1;1102;2;0.197308979;52.88312946;53400;56700;8;32.3;55;2017;3;10;3;14;50;15;45;0;0
62;1;1737;1;0.56373194;151.0925119;24000;26700;1;52.25;45;2017;5;22;2;6;40;7;25;0;0
63;1;1737;2;0.56373194;151.0925119;57600;62100;8;52.25;75;2017;5;22;2;16;0;17;15;0;0
64;0;793;1;1.261689666;338.1604752;25800;26100;7;0.2;5;2016;12;50;2;7;10;7;15;0;0
65;0;793;2;1.261689666;338.1604752;27600;28200;3;0.49;10;2016;12;50;2;7;40;7;50;0;0
66;0;793;3;1.261689666;338.1604752;45000;45900;7;0.49;15;2016;12;50;2;12;30;12;45;0;0
67;0;793;4;1.261689666;338.1604752;49500;50400;3;0.49;15;2016;12;50;2;13;45;14;0;0;0
68;0;793;5;1.261689666;338.1604752;57600;58200;10;0.49;10;2016;12;50;2;16;0;16;10;0;0
69;0;793;6;1.261689666;338.1604752;64800;65100;7;0.05;5;2016;12;50;2;18;0;18;5;0;0
70;0;793;7;1.261689666;338.1604752;72000;72300;10;0.05;5;2016;12;50;2;20;0;20;5;0;0
71;1;1361;1;0.09203992;24.66871518;21600;26400;1;76;80;2017;3;11;6;6;0;7;20;0;0
72;1;1361;2;0.09203992;24.66871518;54000;58800;8;76;80;2017;3;11;6;15;0;16;20;0;0
73;703;766;1;0.15150299;40.60612096;27000;28500;1;70703;25;2016;11;47;5;7;30;7;55;0;703
74;703;766;2;0.15150299;40.60612096;59700;61200;4;70703;25;2016;11;47;5;16;35;17;0;0;703
75;703;766;3;0.15150299;40.60612096;62400;63600;8;70703;20;2016;11;47;5;17;20;17;40;0;703
76;1;1398;1;0.27403115;73.44635234;50400;51300;4;15.2;15;2017;3;11;6;14;0;14;15;0;0
77;1;1398;2;0.27403115;73.44635234;54900;55800;8;15.2;15;2017;3;11;6;15;15;15;30;0;0
78;0;692;1;1.666310483;446.6077197;27000;27600;1;0.49;10;2017;7;30;5;7;30;7;40;0;0
79;1;692;2;1.666310483;446.6077197;27600;27900;1;2.38;5;2017;7;30;5;7;40;7;45;0;0
80;1;692;3;1.666310483;446.6077197;36000;36300;8;2.38;5;2017;7;30;5;10;0;10;5;0;0
81;1;692;4;1.666310483;446.6077197;37200;37500;1;2.38;5;2017;7;30;5;10;20;10;25;0;0
82;1;692;5;1.666310483;446.6077197;45000;45600;8;2.38;10;2017;7;30;5;12;30;12;40;0;0
83;1;692;6;1.666310483;446.6077197;46800;47400;2;2.85;10;2017;7;30;5;13;0;13;10;0;0
84;1;692;7;1.666310483;446.6077197;48600;48900;8;2.85;5;2017;7;30;5;13;30;13;35;0;0
85;1;692;8;1.666310483;446.6077197;49200;50700;2;22.8;25;2017;7;30;5;13;40;14;5;0;0
86;0;1983;1;0.140237405;37.58669731;39900;43200;7;5.88;55;2016;8;33;4;11;5;12;0;0;0
87;0;1983;2;0.140237405;37.58669731;43200;43500;8;0.1;5;2016;8;33;4;12;0;12;5;0;0
88;0;1983;3;0.140237405;37.58669731;52500;53400;4;0.98;15;2016;8;33;4;14;35;14;50;0;0
89;0;1983;4;0.140237405;37.58669731;55800;56400;8;0.98;10;2016;8;33;4;15;30;15;40;0;0
90;0;1601;1;0.143237398;38.3907611;30600;32400;7;2.94;30;2017;4;15;1;8;30;9;0;0;0
91;0;1601;2;0.143237398;38.3907611;39600;42300;7;4.41;45;2017;4;15;1;11;0;11;45;0;0
92;0;1601;3;0.143237398;38.3907611;54000;60300;7;4.41;105;2017;4;15;1;15;0;16;45;0;0
93;1;1601;4;0.143237398;38.3907611;62100;62400;7;0.57;5;2017;4;15;1;17;15;17;20;0;1
94;0;1353;1;0.502849538;134.774694;35100;36300;7;5.88;20;2017;6;24;7;9;45;10;5;0;0
95;0;1353;2;0.502849538;134.774694;41400;42900;8;5.88;25;2017;6;24;7;11;30;11;55;0;0
96;1;1353;3;0.502849538;134.774694;45900;47100;6;11.4;20;2017;6;24;7;12;45;13;5;0;0
97;1;1353;4;0.502849538;134.774694;55800;57000;7;12.35;20;2017;6;24;7;15;30;15;50;0;0
98;1;1353;5;0.502849538;134.774694;60600;61800;9;12.35;20;2017;6;24;7;16;50;17;10;0;0
99;1;1353;6;0.502849538;134.774694;62100;62700;6;5.7;10;2017;6;24;7;17;15;17;25;0;0
100;1;1353;7;0.502849538;134.774694;62700;63300;8;5.7;10;2017;6;24;7;17;25;17;35;0;0
101;1;1276;1;0.1883799;50.48994067;31800;32100;4;0.48;5;2017;1;1;4;8;50;8;55;0;0
102;1;1276;2;0.1883799;50.48994067;34200;34500;8;0.48;5;2017;1;1;4;9;30;9;35;0;0
103;1;1276;3;0.1883799;50.48994067;51600;52500;7;11.4;15;2017;1;1;4;14;20;14;35;0;0
104;1;1276;4;0.1883799;50.48994067;64200;65400;8;11.4;20;2017;1;1;4;17;50;18;10;0;0
105;1;1044;1;0.642864562;172.3017883;26100;27300;1;5.7;20;2017;5;21;3;7;15;7;35;0;1
106;1;1044;2;0.642864562;172.3017883;40200;42600;2;14.25;40;2017;5;21;3;11;10;11;50;0;1
107;1;1044;3;0.642864562;172.3017883;45000;46200;7;14.25;20;2017;5;21;3;12;30;12;50;0;1
108;0;1044;4;0.642864562;172.3017883;49500;50100;1;0.29;10;2017;5;21;3;13;45;13;55;0;0
109;0;1044;5;0.642864562;172.3017883;63360;64800;4;0.39;24;2017;5;21;3;17;36;18;0;0;0
110;0;1044;6;0.642864562;172.3017883;64800;65100;8;0.1;5;2017;5;21;3;18;0;18;5;0;0
111;1;2004;1;0.561016295;150.3646594;28800;36900;6;113.05;135;2017;6;23;3;8;0;10;15;0;1
112;1;2004;2;0.561016295;150.3646594;37800;45600;8;113.05;130;2017;6;23;3;10;30;12;40;0;1
113;1;2004;3;0.561016295;150.3646594;55800;56400;4;1.9;10;2017;6;23;3;15;30;15;40;0;1
114;1;2004;4;0.561016295;150.3646594;58800;59400;8;1.9;10;2017;6;23;3;16;20;16;30;0;1
115;1;2004;5;0.561016295;150.3646594;66600;68400;7;20.9;30;2017;6;23;3;18;30;19;0;0;1
116;1;2004;6;0.561016295;150.3646594;77400;79200;8;20.9;30;2017;6;23;3;21;30;22;0;0;1
117;703;292;1;0.359997599;96.4872445;57900;58200;8;0.95;5;2017;2;8;3;16;5;16;10;0;703
118;0;535;1;0.30446993;81.60461256;34200;35400;7;3.6;20;2017;6;25;3;9;30;9;50;0;1
119;0;535;2;0.30446993;81.60461256;40500;41700;8;3.6;20;2017;6;25;3;11;15;11;35;0;1
120;0;535;3;0.30446993;81.60461256;54900;56400;10;5.4;25;2017;6;25;3;15;15;15;40;0;1
121;0;535;4;0.30446993;81.60461256;68700;70200;8;9999;25;2017;6;25;3;19;5;19;30;0;1
122;1;56;1;0.233158579;62.49160782;48600;50400;7;9.5;30;2017;4;16;7;13;30;14;0;0;1
123;0;56;2;0.233158579;62.49160782;50700;53100;7;1.86;40;2017;4;16;7;14;5;14;45;0;0
124;1;56;3;0.233158579;62.49160782;57600;59400;8;9.5;30;2017;4;16;7;16;0;16;30;0;0
125;1;1118;1;0.242776898;65.06952815;59400;60300;4;9.5;15;2017;4;13;6;16;30;16;45;0;0
126;1;1118;2;0.242776898;65.06952815;61200;62100;8;9.5;15;2017;4;13;6;17;0;17;15;0;0
127;0;1901;1;0.095804045;25.67758325;29400;31500;10;9;35;2016;6;25;5;8;10;8;45;0;1
128;0;1901;2;0.095804045;25.67758325;37200;42000;7;63;80;2016;6;25;5;10;20;11;40;0;1
129;0;1901;3;0.095804045;25.67758325;43800;51600;7;2.94;130;2016;6;25;5;12;10;14;20;0;0
130;0;1901;4;0.095804045;25.67758325;63300;71400;7;63;135;2016;6;25;5;17;35;19;50;0;1
131;0;1650;1;1.772908468;475.1783154;25800;26700;3;1.96;15;2017;3;10;4;7;10;7;25;0;0
132;0;1650;2;1.772908468;475.1783154;46200;48000;10;2.94;30;2017;3;10;4;12;50;13;20;0;0
133;0;1650;3;1.772908468;475.1783154;49200;49500;10;0.98;5;2017;3;10;4;13;40;13;45;0;0
134;0;1650;4;1.772908468;475.1783154;49620;50100;3;1.96;8;2017;3;10;4;13;47;13;55;0;0
135;0;1650;5;1.772908468;475.1783154;56100;57000;8;1.96;15;2017;3;10;4;15;35;15;50;0;0
136;0;1141;1;5.247500326;1406.445065;28800;30600;3;13.5;30;2016;11;45;1;8;0;8;30;0;1
137;0;1141;2;5.247500326;1406.445065;48600;49200;5;0.98;10;2016;11;45;1;13;30;13;40;0;0
138;0;1141;3;5.247500326;1406.445065;51000;51600;9;0.98;10;2016;11;45;1;14;10;14;20;0;0
139;0;1141;4;5.247500326;1406.445065;60000;61800;8;13.5;30;2016;11;45;1;16;40;17;10;0;1
140;1;120;1;0.340327132;91.21512837;33600;34200;5;0.76;10;2017;4;15;1;9;20;9;30;0;0
141;1;120;2;0.340327132;91.21512837;39300;40200;4;5.7;15;2017;4;15;1;10;55;11;10;0;0
142;1;120;3;0.340327132;91.21512837;51000;51600;8;4.85;10;2017;4;15;1;14;10;14;20;0;0
143;1;1071;1;0.064803231;17.36868589;41400;45900;99;6.65;75;2016;9;36;5;11;30;12;45;0;0
144;0;1071;2;0.064803231;17.36868589;45000;46200;5;0.98;20;2016;9;36;5;12;30;12;50;0;0
145;0;1071;3;0.064803231;17.36868589;47100;47700;10;0.98;10;2016;9;36;5;13;5;13;15;0;0
146;1;1071;4;0.064803231;17.36868589;59400;60300;7;6.65;15;2016;9;36;5;16;30;16;45;0;0
147;1;1071;5;0.064803231;17.36868589;67500;68100;4;2.85;10;2016;9;36;5;18;45;18;55;0;0
148;1;1071;6;0.064803231;17.36868589;68700;69300;10;4.75;10;2016;9;36;5;19;5;19;15;0;0
149;1;1071;7;0.064803231;17.36868589;72900;73800;8;6.65;15;2016;9;36;5;20;15;20;30;0;0
150;1;1477;1;0.177816644;47.6587567;36900;37200;1;2.85;5;2017;5;19;1;10;15;10;20;0;0
151;1;1477;2;0.177816644;47.6587567;50400;50700;8;2.85;5;2017;5;19;1;14;0;14;5;0;0
152;1;1477;3;0.177816644;47.6587567;54900;55800;6;9.5;15;2017;5;19;1;15;15;15;30;0;0
153;1;1477;4;0.177816644;47.6587567;59400;60600;8;9.5;20;2017;5;19;1;16;30;16;50;0;0
154;1;1263;1;0.163596649;43.84748644;54000;54600;5;3.33;10;2017;2;5;3;15;0;15;10;0;0
155;1;1263;2;0.163596649;43.84748644;55800;56100;4;1.9;5;2017;2;5;3;15;30;15;35;0;0
156;1;1263;3;0.163596649;43.84748644;57000;57300;8;0.95;5;2017;2;5;3;15;50;15;55;0;0
157;703;1224;1;2.604712273;698.1199607;25200;27900;1;70703;45;2017;3;13;2;7;0;7;45;0;703
158;703;1224;2;2.604712273;698.1199607;50400;53100;8;70703;45;2017;3;13;2;14;0;14;45;0;703
159;1;1996;1;0.416753873;111.6991694;24900;26100;3;9;20;2017;3;10;1;6;55;7;15;0;1
160;1;1996;2;0.416753873;111.6991694;56100;57000;8;9;15;2017;3;10;1;15;35;15;50;0;1
161;1;1996;3;0.416753873;111.6991694;57600;57900;7;2.28;5;2017;3;10;1;16;0;16;5;0;0
162;1;1996;4;0.416753873;111.6991694;61200;61500;8;2.28;5;2017;3;10;1;17;0;17;5;0;0
163;0;351;1;0.346090482;92.75983233;27900;28800;3;0.59;15;2017;7;27;4;7;45;8;0;0;0
164;0;351;2;0.346090482;92.75983233;50400;52200;8;0.59;30;2017;7;27;4;14;0;14;30;0;0
165;0;351;3;0.346090482;92.75983233;54000;55800;7;4.32;30;2017;7;27;4;15;0;15;30;0;1
166;0;351;4;0.346090482;92.75983233;72000;74400;8;4.32;40;2017;7;27;4;20;0;20;40;0;1
167;703;900;1;0.60809873;162.9837836;27000;32400;3;70703;90;2016;6;24;2;7;30;9;0;0;703
168;703;900;2;0.60809873;162.9837836;46800;52200;8;70703;90;2016;6;24;2;13;0;14;30;0;703
169;703;900;3;0.60809873;162.9837836;54000;55800;5;70703;30;2016;6;24;2;15;0;15;30;0;703
170;703;900;4;0.60809873;162.9837836;63000;64800;8;70703;30;2016;6;24;2;17;30;18;0;0;703
171;1;1671;1;0.11582986;31.0449404;28800;30600;2;26.6;30;2017;3;10;6;8;0;8;30;0;0
172;1;1671;2;0.11582986;31.0449404;38100;39600;8;26.6;25;2017;3;10;6;10;35;11;0;0;0
173;1;1671;3;0.11582986;31.0449404;40500;41700;4;17.1;20;2017;3;10;6;11;15;11;35;0;0
174;1;1671;4;0.11582986;31.0449404;46800;47700;8;17.1;15;2017;3;10;6;13;0;13;15;0;0
175;1;1671;5;0.11582986;31.0449404;52200;53100;2;11.4;15;2017;3;10;6;14;30;14;45;0;0
176;1;1671;6;0.11582986;31.0449404;55800;56700;8;11.4;15;2017;3;10;6;15;30;15;45;0;0
177;1;1671;7;0.11582986;31.0449404;73800;74700;6;13.3;15;2017;3;10;6;20;30;20;45;0;0
178;1;1671;8;0.11582986;31.0449404;74700;75600;8;13.3;15;2017;3;10;6;20;45;21;0;0;0
179;0;1709;1;2.249170974;602.8271024;26460;27060;3;0.69;10;2017;6;25;1;7;21;7;31;0;0
180;0;1709;2;2.249170974;602.8271024;49680;50340;8;0.78;11;2017;6;25;1;13;48;13;59;0;0
181;0;1709;3;2.249170974;602.8271024;51480;51900;5;0.49;7;2017;6;25;1;14;18;14;25;0;0
182;0;1709;4;2.249170974;602.8271024;54240;54840;8;0.49;10;2017;6;25;1;15;4;15;14;0;0
183;1;1129;1;0.942638561;252.6477884;30600;31800;6;9.5;20;2017;2;7;3;8;30;8;50;0;1
184;1;1129;2;0.942638561;252.6477884;37800;39300;6;9.5;25;2017;2;7;3;10;30;10;55;0;1
185;0;1129;3;0.942638561;252.6477884;47700;48600;6;0.98;15;2017;2;7;3;13;15;13;30;0;0
186;0;1129;4;0.942638561;252.6477884;52200;55800;6;2.94;60;2017;2;7;3;14;30;15;30;0;0
187;0;1129;5;0.942638561;252.6477884;58800;62400;8;2.94;60;2017;2;7;3;16;20;17;20;0;0
188;0;1145;1;0.106871865;28.6440016;29700;31800;7;1.96;35;2017;4;16;6;8;15;8;50;0;0
189;1;1145;2;0.106871865;28.6440016;32400;36000;4;9999;60;2017;4;16;6;9;0;10;0;0;1
190;1;1145;3;0.106871865;28.6440016;43200;46800;8;9999;60;2017;4;16;6;12;0;13;0;0;1
191;1;1893;1;0.060483357;16.21086495;34200;35100;4;7.6;15;2017;4;17;5;9;30;9;45;0;0
192;1;1893;2;0.060483357;16.21086495;41700;42600;8;7.6;15;2017;4;17;5;11;35;11;50;0;0
193;1;1893;3;0.060483357;16.21086495;54000;54300;4;1.14;5;2017;4;17;5;15;0;15;5;0;0
194;1;1893;4;0.060483357;16.21086495;55500;55800;8;1.14;5;2017;4;17;5;15;25;15;30;0;0
195;1;1893;5;0.060483357;16.21086495;62400;63000;4;6.65;10;2017;4;17;5;17;20;17;30;0;0
196;1;1893;6;0.060483357;16.21086495;63600;64500;4;5.7;15;2017;4;17;5;17;40;17;55;0;0
197;1;1893;7;0.060483357;16.21086495;65100;65700;4;1.9;10;2017;4;17;5;18;5;18;15;0;0
198;1;1893;8;0.060483357;16.21086495;66600;67500;7;4.75;15;2017;4;17;5;18;30;18;45;0;0
199;1;1893;9;0.060483357;16.21086495;75600;75900;4;0.95;5;2017;4;17;5;21;0;21;5;0;0
200;0;1893;10;0.060483357;16.21086495;75900;81000;4;0.98;85;2017;4;17;5;21;5;22;30;0;0
201;1;1893;11;0.060483357;16.21086495;81000;81900;8;15.2;15;2017;4;17;5;22;30;22;45;0;0
202;0;1935;1;6.380304174;1710.061317;17100;20100;1;36;50;2017;4;16;4;4;45;5;35;0;1
203;0;1935;2;6.380304174;1710.061317;51480;54900;8;36;57;2017;4;16;4;14;18;15;15;0;1
204;0;1935;3;6.380304174;1710.061317;57600;59400;7;1.96;30;2017;4;16;4;16;0;16;30;0;0
205;0;1935;4;6.380304174;1710.061317;60300;62100;8;1.96;30;2017;4;16;4;16;45;17;15;0;0
206;0;1491;1;0.559213952;149.881592;37800;38100;7;0.1;5;2017;6;23;3;10;30;10;35;0;0
207;0;1491;2;0.559213952;149.881592;72000;72300;8;0.1;5;2017;6;23;3;20;0;20;5;0;0
208;1;1792;1;0.108336365;29.03651945;34200;35100;4;5.23;15;2017;4;15;6;9;30;9;45;0;1
209;1;1792;2;0.108336365;29.03651945;37800;38700;8;5.23;15;2017;4;15;6;10;30;10;45;0;0
210;1;1792;3;0.108336365;29.03651945;52200;53100;7;3.33;15;2017;4;15;6;14;30;14;45;0;1
211;1;1792;4;0.108336365;29.03651945;65700;66600;8;3.33;15;2017;4;15;6;18;15;18;30;0;1
212;0;1328;1;1.238247153;331.8773681;27000;27900;3;0.98;15;2017;7;28;1;7;30;7;45;0;0
213;0;1328;2;1.238247153;331.8773681;48600;49800;8;0.98;20;2017;7;28;1;13;30;13;50;0;0
214;0;1328;3;1.238247153;331.8773681;61200;62100;7;0.98;15;2017;7;28;1;17;0;17;15;0;0
215;0;1328;4;1.238247153;331.8773681;68400;69300;8;0.98;15;2017;7;28;1;19;0;19;15;0;0
216;1;846;1;0.854226961;228.9515424;22200;24000;1;42.75;30;2016;7;29;4;6;10;6;40;0;1
217;0;846;2;0.854226961;228.9515424;25500;30000;2;5.7;75;2016;7;29;4;7;5;8;20;0;0
218;0;846;3;0.854226961;228.9515424;30000;30900;2;9.5;15;2016;7;29;4;8;20;8;35;0;1
219;0;846;4;0.854226961;228.9515424;30900;31200;2;0.49;5;2016;7;29;4;8;35;8;40;0;0
220;0;846;5;0.854226961;228.9515424;34200;34500;2;0.49;5;2016;7;29;4;9;30;9;35;0;0
221;0;846;6;0.854226961;228.9515424;59400;62400;2;14.25;50;2016;7;29;4;16;30;17;20;0;0
222;0;846;7;0.854226961;228.9515424;63900;66600;2;4.75;45;2016;7;29;4;17;45;18;30;0;0
223;0;846;8;0.854226961;228.9515424;66600;66900;2;4.75;5;2016;7;29;4;18;30;18;35;0;0
224;1;846;9;0.854226961;228.9515424;69000;71100;8;42.75;35;2016;7;29;4;19;10;19;45;0;0
225;0;846;10;0.854226961;228.9515424;71100;73800;6;0.49;45;2016;7;29;4;19;45;20;30;0;0
226;0;846;11;0.854226961;228.9515424;73800;74100;8;0.49;5;2016;7;29;4;20;30;20;35;0;0
227;1;428;1;0.167660011;44.93655665;32400;35100;4;23.75;45;2017;4;14;5;9;0;9;45;0;0
228;1;428;2;0.167660011;44.93655665;45000;46800;8;23.75;30;2017;4;14;5;12;30;13;0;0;0
229;1;428;4;0.167660011;44.93655665;69300;79200;2;9999;165;2017;4;14;5;19;15;22;0;0;0
230;0;1363;1;1.08638678;291.1754607;50100;53100;7;4.5;50;2016;8;33;7;13;55;14;45;0;1
231;0;1363;2;1.08638678;291.1754607;61200;64800;7;4.5;60;2016;8;33;7;17;0;18;0;0;1
232;0;1930;1;0.99566076;266.8588994;33900;34200;5;0.05;5;2017;7;28;1;9;25;9;30;0;0
233;0;1930;2;0.99566076;266.8588994;34800;35100;8;0.2;5;2017;7;28;1;9;40;9;45;0;0
234;0;1930;3;0.99566076;266.8588994;59400;60000;5;0.2;10;2017;7;28;1;16;30;16;40;0;0
235;0;1930;4;0.99566076;266.8588994;60600;61200;8;0.2;10;2017;7;28;1;16;50;17;0;0;0
236;0;1163;1;0.30034921;80.50016919;29400;30000;5;0.59;10;2017;4;13;7;8;10;8;20;0;0
237;0;1163;2;0.30034921;80.50016919;30300;30900;8;0.59;10;2017;4;13;7;8;25;8;35;0;0
238;1;1163;3;0.30034921;80.50016919;40500;41700;7;7.6;20;2017;4;13;7;11;15;11;35;0;0
239;0;1163;4;0.30034921;80.50016919;41700;50400;7;4.9;145;2017;4;13;7;11;35;14;0;0;0
240;1;1163;5;0.30034921;80.50016919;50400;51600;8;7.6;20;2017;4;13;7;14;0;14;20;0;0
241;0;1163;6;0.30034921;80.50016919;62100;63000;5;1.47;15;2017;4;13;7;17;15;17;30;0;0
242;1;1163;7;0.30034921;80.50016919;72600;73500;8;1.43;15;2017;4;13;7;20;10;20;25;0;0
243;1;1897;1;3.422239534;917.2351793;26100;27600;1;21.85;25;2017;5;21;3;7;15;7;40;0;0
244;1;1897;2;3.422239534;917.2351793;60300;62100;8;21.85;30;2017;5;21;3;16;45;17;15;0;0
245;1;442;1;0.759353418;203.5233541;17400;21000;1;38.95;60;2016;9;38;5;4;50;5;50;0;0
246;1;442;2;0.759353418;203.5233541;45000;48600;8;38.95;60;2016;9;38;5;12;30;13;30;0;0
247;1;442;3;0.759353418;203.5233541;48600;51300;6;14.25;45;2016;9;38;5;13;30;14;15;0;0
248;1;442;4;0.759353418;203.5233541;53100;55800;8;14.25;45;2016;9;38;5;14;45;15;30;0;0
249;1;236;1;0.578898448;155.1574682;29700;29820;7;0.48;2;2017;7;26;7;8;15;8;17;0;0
