hhPersonID,ST_WOTAG_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
200954__1,WED,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,0.0,0.0,8.54999977350235,0.0,0.0
200961__1,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.350000381469727,0.0,0.0,0.0,0.0,0.0,0.0,5.699999809265137,0.0,0.0,0.0,0.0,0.0,0.0
200991__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.880000114440918,0.0,0.0,10.930000305175781,0.949999988079071,0.0,0.0,0.0,0.0,0.0,11.399999618530273,0.0,11.399999618530273,7.599999904632568,0.0,0.0,0.0
200991__2,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,2.8499999046325684,5.699999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200995__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8125,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,0.0
200995__2,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.100000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.859999895095825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201000__2,SAT,0.0,0.0,0.0,0.0,0.0,0.0,50.666666666666664,101.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201026__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0
201054__2,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201072__1,THU,0.0,0.0,0.0,11.875,11.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8125,5.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201081__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.275000095367432,4.275000095367432,0.0,0.0,0.0,2.8499999046325684,2.8499999046325684,0.0,0.0,0.0,0.0,0.0,8.550000190734863,0.0,0.0,0.0,0.0
201093__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,4.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201096__2,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.149999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.149999618530273,0.0,0.0,0.0,0.0,0.0,0.0
201100__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.550000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.550000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201131__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,4.75,0.0,3.799999952316284,14.25,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0
201132__1,TUE,0.0,0.0,0.0,0.0,27.444444444444443,34.30555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.149999618530273,0.0,0.0,0.0,0.0
201149__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,14.25,0.0,0.0
201149__2,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.899999618530273,0.0,0.0,0.0,0.0,0.0,0.0,8.95714269365583,11.942856924874441,1.899999976158142,1.899999976158142,0.0,0.0,0.0,0.0,0.0,0.0
201157__2,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,15.199999809265137,0.0,0.0,0.0,0.0,0.0
201159__2,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,9.5,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201165__2,SAT,0.0,0.0,0.0,0.0,76.91346388596756,369.1846266526442,369.1846266526442,369.1846266526442,46.14807833158053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201169__2,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,28.5,2.8499999046325684,2.8499999046325684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201184__3,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201206__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,17.416666666666664,34.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.125,26.125,0.0,15.199999809265137,0.0,0.0,0.0,0.0,0.0
201208__1,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.199999809265137,9.499999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201220__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7100000381469727,3.7100000381469727,5.800000190734863,5.800000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201223__1,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6700000166893005,0.0,0.0,0.0,0.0,0.0,3.1500000059604645,0.0,0.0,0.0,0.6700000166893005,0.0,0.0,0.0,0.0,0.0,0.0
201223__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,7.599999904632568,0.0,0.0,0.0
201234__1,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999904632568,1.4299999475479126,6.650000095367432,0.0,0.0,0.0,0.0,0.0,0.0
201238__1,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21999979019165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201238__3,SUN,0.0,0.0,16.625,2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201248__1,THU,0.6700000166893005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,0.0,0.0,0.0,21.850000381469727,0.0,0.0,14.25,0.0,10.1700000166893,0.0,0.0,0.0,0.0
201248__2,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201252__1,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699999809265137,5.699999809265137,0.0,0.949999988079071,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201273__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.650000095367432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201273__2,FRI,0.0,0.0,0.0,0.0,0.0,0.0,26.600000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.600000381469727,0.0,0.0,0.0,0.0,0.0,0.0
201273__3,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,4.75,0.0,0.0,14.25,0.0,9.5,0.0,6.650000095367432,0.0,0.0,0.0,0.0,0.0,0.0
201279__1,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,21.090000140666962,15.960000228881835,26.600000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201279__2,THU,0.0,0.0,0.0,0.0,0.0,9.11999969482422,13.679999542236327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.399999618530273,11.399999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201279__3,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.662222968207463,21.662222968207466,5.415555742051866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201287__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,3.799999952316284,0.0,0.0,0.0,3.799999952316284,0.0,3.799999952316284,0.0,0.0,0.0,0.0,0.0
201287__3,MON,0.0,0.0,0.0,0.0,0.0,0.0,12.214285714285714,16.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.954545454545453,15.545454545454545,0.0,0.0,0.0,0.0,0.0,0.0
201304__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699999809265137,0.0,0.0,0.0,5.699999809265137,0.0,0.0
201305__3,MON,0.0,0.0,0.0,0.0,0.0,0.0,22.013792366817082,0.7862068702434671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.350000381469727,0.0,0.0,0.0,0.0,0.0,0.0
201314__1,WED,20.899999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.100000381469727,0.0,0.0,0.0,0.0,0.0,0.0,17.100000381469727,0.0,20.899999618530273,0.0,0.0,0.0,0.0,0.0,0.0
201314__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,21.53333282470703,10.766666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.53333282470703,10.766666412353516,3.799999952316284,0.0,0.0,0.0,0.0
201322__1,THU,0.0,0.0,0.0,0.0,0.0,0.0,7.125,35.625,0.0,0.0,0.0,0.0,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201322__2,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,1.899999976158142,1.899999976158142,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201329__1,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.179999828338623,6.179999828338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201333__2,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699999928474426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201341__3,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201341__4,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.899999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201344__1,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699999809265137,0.0,0.0,0.0,0.0,0.0
201344__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0
201348__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999046325684,0.0,0.0,23.75,23.75,0.0,7.599999904632568,0.0,7.599999904632568,0.0,0.0,2.8499999046325684,0.0,0.0,0.0,0.0
201348__4,MON,0.0,0.0,0.0,0.0,0.0,0.0,7.599999904632568,0.0,39.357142857142854,236.14285714285714,236.14285714285714,236.14285714285714,0.0,0.0,0.0,0.0,21.192307692307693,254.30769230769232,254.30769230769232,254.30769230769232,0.0,12.350000381469727,12.350000381469727,0.0
201351__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.550000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,19.0,23.75,0.0,0.0,0.0
201351__2,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.930000305175781,1.4299999475479126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.449999809265137,0.5937499925494194,0.35624999552965164,0.0,0.0,0.0,0.0
201356__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.979999542236328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.979999542236328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201363__1,TUE,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201387__2,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201389__1,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.850000381469727,0.0,0.0,0.0,0.0,0.0,0.0,21.850000381469727,0.0,4.75,0.0,4.75,0.0,0.0,0.0,0.0,0.0
201389__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.449999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201403__2,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999046325684,2.8499999046325684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201424__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0
201427__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190000057220459,2.190000057220459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201437__3,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,6.649999797344208,7.599999904632568,0.0,0.0,7.599999904632568,33.25,28.5,0.0,0.0,0.0,0.0,0.0
201446__2,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699999928474426,0.0,1.4299999475479126,5.699999809265137,0.0,0.0,0.0,0.0,0.0,0.0
201466__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.700000762939453,12.350000381469727,12.350000381469727,0.0,0.0,0.0,0.0,0.0
201470__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.317390773607336,67.90434464164402,61.21992514789968,123.5,51.458333333333336,0.0,0.47999998927116394,0.47999998927116394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201470__3,FRI,0.0,0.0,0.0,0.0,0.0,20.43000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.890000237358942,5.490000055895911,0.949999988079071,0.0,0.0,0.0,0.0,0.0,0.0
201498__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.079999923706055,1.5199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999904632568,0.0,0.0,0.0,0.0,0.0,0.0
201508__1,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,1.899999976158142,0.0,0.0,0.0,0.0
201516__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201526__3,THU,0.0,0.0,0.0,0.0,0.0,0.0,16.387500286102295,27.312500476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.480000305175782,26.22000045776367,0.0,0.0,0.0,0.0
201526__4,THU,0.0,0.0,0.0,0.0,0.0,0.0,3.6099998474121096,14.439999389648438,0.0,0.0,0.0,0.0,0.0,25.272000122070313,6.318000030517578,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201561__1,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,142.5,0.0,0.0,42.75,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201567__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.399999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201579__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,4.090000152587891,0.0,0.0,0.0,0.0,0.0,0.0,4.090000152587891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201579__2,MON,0.0,0.0,0.0,0.0,0.0,8.685714176722934,21.714285441807338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02222188313802,3.3777777353922525,20.899999618530273,9.5,0.0,0.0,0.0,0.0,0.0
201587__1,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92500114440918,9.975000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.623077979454628,12.27692354642428,0.0,0.0,0.0,0.0,0.0
201596__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999904632568,0.0,0.0,7.599999904632568,0.0
201599__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.300000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201600__2,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.350000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201619__1,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201621__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.650000095367432,0.0,0.0,6.650000095367432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201630__1,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.899999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201630__2,WED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.380000114440918,0.0,0.0,0.0,2.380000114440918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201643__1,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4299999475479126,0.0,0.0,0.0,0.0,0.0,15.199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201644__1,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,28.975000381469727,4.274999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201644__2,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201647__1,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,4.75,0.0,4.75,0.0,5.699999809265137,0.0,0.0,0.0,0.0,0.0
201647__2,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699999809265137,0.0,0.0,0.9599999785423279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201649__2,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.449999809265137,0.0,10.449999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201651__2,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.666666666666664,15.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201665__1,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28000020980835,0.0,0.0,0.0,4.28000020980835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201666__1,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.650000095367432,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999046325684,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201666__2,MON,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201671__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999904632568,0.0,0.0,0.0,0.0,0.0,4.75,0.0,2.8499999046325684,9.5,0.0,0.0,2.8499999046325684,0.0,0.0,2.8499999046325684,0.0
201671__3,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.54545454545455,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0
201681__5,SAT,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201721__4,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999904632568,0.0,0.0,11.399999618530273,0.0,0.0,6.650000095367432,0.0,0.0,0.0,6.650000095367432,33.25,0.0
201728__1,FRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.850000381469727,0.0,21.850000381469727,26.600000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201743__1,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.399999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201750__1,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999904632568,0.0,15.199999809265137,2.380000114440918,2.380000114440918,0.0,0.0,0.0,0.0,0.0,0.0,4.760000228881836,0.0,0.0,28.5,0.0
201757__2,TUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799999952316284,1.899999976158142,6.6499998569488525,7.599999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
201762__1,THU,0.0,0.0,0.0,0.0,35.625,40.375,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
