,HP_ID_Reg,H_ID_Reg,P_ID,W_ID,W_GEW,W_HOCH,PROXY_01,W_RBW,W_DETAIL,ST_MONAT,ST_JAHR,ST_WOTAG,ST_WOCHE,arbwo,kernwo,feiertag,saison,wetter,W_SO1,W_SO2,W_SZ,W_SZS,W_SZM,sz_gr1,sz_gr2,W_AZ,W_AZS,W_AZM,az_gr1,az_gr2,W_FOLGETAG,wegmin,wegmin_gr,wegmin_imp1,wegmin_imp1_gr,wegmin_imp2,wegmin_imp2_gr,zweck,hwzweck1,hwzweck2,zweck_mop,wegkm,wegkm_gr,wegkm_imp,wegkm_imp_gr,tempo,W_VM_A,W_VM_B,W_VM_C,W_VM_D,W_VM_E,W_VM_F,W_VM_G,W_VM_H,W_VM_I,W_VM_J,W_VM_K,W_VM_L,W_VM_M,W_VM_N,W_VM_O,W_VM_P,W_VM_Q,W_VM_R,W_VM_S,W_VM_T,W_VM_U,W_VM_Z,hvm,hvm_diff1,hvm_diff2,hvm_oev,hvm_imp,vm_kombi,weg_intermod,W_FMF,mot_fmf,pkw_fmf,lkw_fmf,W_ANZBEGL,anzpers,begleit,km_routing_gr,vgl_min_auto,vgl_min_opnv,hhgr_gr2,anzauto_gr3,auto,H_CS,oek_status,hhtyp2,mobtyp,HP_SEX,alter_gr5,taet,P_BIL,P_FS_PKW,P_VAUTO,vpedrad,P_CS,P_FKARTE,P_STKFZ,seg_vm,multimodal,BLAND,BLAND_GEO,SKTYP,POLGK,RegioStaR17,RegioStaR7,RegioStaR4,RegioStaR2,RegioStaRGem7,RegioStaRGem5,VBGEM,VBGEM_SO,VBGEM_ZO,KKZ,KKZ_SO,KKZ_ZO,MB,MB_SO,MB_ZO,bus28,bus28_zo,tram28,tram28_zo,bahn28,bahn28_zo,min_fbhf,min_fbhf_zo,min_bab,min_bab_zo,min_ozmz,min_ozmz_zo,relief,relief_zo,diff_hoehe,diff_hoehe_zo,beventw,beventw_zo,sieddichte,sieddichte_zo,bevpot,bevpot_zo,stud_krs,stud_krs_zo,pkwdicht_krs,pkwdicht_krs_zo,ewqkm,kaufkraft,haustyp,hausnutz,garage,wohnlage,quali_nv,quali_opnv
266,10021581.0,10021580.0,1.0,2.0,6.190698030529484,1659.242715774363,0.0,0.0,201.0,2.0,2017.0,6.0,8.0,2.0,4.0,0.0,1.0,809.0,809.0,809.0,39600.0,11.0,0.0,5.0,3.0,41400.0,11.0,30.0,5.0,3.0,0.0,30.0,6.0,30.0,6.0,30.0,6.0,8.0,4.0,4.0,5.0,2.45,4.0,2.45,4.0,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,706.0,706.0,706.0,706.0,0.0,1.0,716.0,706.0,706.0,706.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,15.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,14.0,5.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,146120000.0,999999995.0,146120000.0,14612.0,99995.0,14612.0,140100.0,999995.0,140100.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,5.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,1.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0
267,10021581.0,10021580.0,1.0,3.0,6.190698030529484,1659.242715774363,0.0,0.0,201.0,2.0,2017.0,6.0,8.0,2.0,4.0,0.0,1.0,809.0,809.0,809.0,50400.0,14.0,0.0,6.0,4.0,51000.0,14.0,10.0,6.0,4.0,0.0,10.0,3.0,10.0,3.0,10.0,3.0,5.0,5.0,5.0,3.0,0.29,1.0,0.29,1.0,1.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,706.0,706.0,706.0,706.0,0.0,1.0,716.0,706.0,706.0,706.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,15.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,14.0,5.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,146120000.0,146120000.0,999999995.0,14612.0,14612.0,99995.0,140100.0,140100.0,999995.0,2.0,95.0,2.0,95.0,4.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,30.0,9995.0,5.0,95.0,6.0,95.0,3.0,95.0,4.0,95.0,1.0,95.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0
268,10021581.0,10021580.0,1.0,4.0,6.190698030529484,1659.242715774363,0.0,0.0,201.0,2.0,2017.0,6.0,8.0,2.0,4.0,0.0,1.0,809.0,809.0,809.0,52200.0,14.0,30.0,6.0,4.0,53400.0,14.0,50.0,6.0,4.0,0.0,20.0,5.0,20.0,5.0,20.0,5.0,7.0,6.0,6.0,4.0,4.75,4.0,4.75,4.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,4.0,706.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,15.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,14.0,5.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,146120000.0,146120000.0,146120000.0,14612.0,14612.0,14612.0,140100.0,140100.0,140100.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,30.0,5.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,1.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0
269,10021581.0,10021580.0,1.0,5.0,6.190698030529484,1659.242715774363,0.0,0.0,201.0,2.0,2017.0,6.0,8.0,2.0,4.0,0.0,1.0,809.0,809.0,809.0,59400.0,16.0,30.0,6.0,5.0,61200.0,17.0,0.0,7.0,5.0,0.0,30.0,6.0,30.0,6.0,30.0,6.0,8.0,6.0,5.0,5.0,4.75,4.0,4.75,4.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,4.0,706.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,15.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,14.0,5.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,146120000.0,146120000.0,146120000.0,14612.0,14612.0,14612.0,140100.0,140100.0,140100.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,5.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,1.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0
270,10021581.0,10021580.0,1.0,6.0,6.190698030529484,1659.242715774363,0.0,0.0,201.0,2.0,2017.0,6.0,8.0,2.0,4.0,0.0,1.0,809.0,809.0,809.0,63000.0,17.0,30.0,7.0,5.0,63180.0,17.0,33.0,7.0,5.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,7.0,6.0,6.0,4.0,0.05,1.0,0.05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,706.0,706.0,706.0,706.0,0.0,1.0,716.0,706.0,706.0,706.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,15.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,14.0,5.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,146120000.0,146120000.0,999999995.0,14612.0,14612.0,99995.0,140100.0,140100.0,999995.0,2.0,95.0,2.0,95.0,4.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,30.0,9995.0,5.0,95.0,6.0,95.0,3.0,95.0,4.0,95.0,1.0,95.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0
271,10021581.0,10021580.0,1.0,7.0,6.190698030529484,1659.242715774363,0.0,0.0,201.0,2.0,2017.0,6.0,8.0,2.0,4.0,0.0,1.0,809.0,809.0,809.0,66600.0,18.0,30.0,7.0,5.0,66780.0,18.0,33.0,7.0,5.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,8.0,6.0,6.0,5.0,0.05,1.0,0.05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,706.0,706.0,706.0,706.0,0.0,1.0,716.0,706.0,706.0,706.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,15.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,14.0,5.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,146120000.0,999999995.0,146120000.0,14612.0,99995.0,14612.0,140100.0,999995.0,140100.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,5.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,1.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0
272,10022571.0,10022570.0,1.0,1.0,2.2372299284363075,599.6266404796439,202.0,0.0,202.0,6.0,2017.0,5.0,26.0,1.0,3.0,0.0,3.0,10.0,1.0,202.0,32400.0,9.0,0.0,4.0,2.0,33300.0,9.0,15.0,4.0,2.0,0.0,15.0,4.0,15.0,4.0,15.0,4.0,10.0,6.0,6.0,5.0,4.75,4.0,4.75,4.0,19.0,0.0,0.0,0.0,202.0,202.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,200.0,202.0,1.0,202.0,0.0,1.0,202.0,5.0,706.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,14.0,4.0,2.0,1.0,1.0,1.0,200.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,53150000.0,53150000.0,53150000.0,5315.0,5315.0,5315.0,50249.0,50249.0,50249.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-10.0,0.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0
273,10022571.0,10022570.0,1.0,2.0,2.2372299284363075,599.6266404796439,202.0,0.0,202.0,6.0,2017.0,5.0,26.0,1.0,3.0,0.0,3.0,809.0,809.0,202.0,36000.0,10.0,0.0,4.0,3.0,37200.0,10.0,20.0,4.0,3.0,0.0,20.0,5.0,20.0,5.0,20.0,5.0,10.0,6.0,6.0,5.0,4.75,4.0,4.75,4.0,14.25,0.0,0.0,0.0,202.0,202.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,200.0,202.0,1.0,202.0,0.0,1.0,202.0,95.0,706.0,95.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,14.0,4.0,2.0,1.0,1.0,1.0,200.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,53150000.0,53150000.0,999999995.0,5315.0,5315.0,99995.0,50249.0,50249.0,999995.0,2.0,95.0,2.0,95.0,3.0,95.0,1.0,95.0,1.0,95.0,2.0,95.0,1.0,95.0,-10.0,9995.0,5.0,95.0,6.0,95.0,5.0,95.0,5.0,95.0,1.0,95.0,8.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0
274,10022571.0,10022570.0,1.0,3.0,2.2372299284363075,599.6266404796439,202.0,0.0,202.0,6.0,2017.0,5.0,26.0,1.0,3.0,0.0,3.0,809.0,809.0,202.0,43200.0,12.0,0.0,5.0,3.0,44100.0,12.0,15.0,5.0,3.0,0.0,15.0,4.0,15.0,4.0,15.0,4.0,1.0,1.0,1.0,1.0,5.7,5.0,5.7,5.0,22.8,0.0,0.0,0.0,202.0,202.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,200.0,202.0,1.0,202.0,0.0,1.0,202.0,95.0,706.0,95.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,14.0,4.0,2.0,1.0,1.0,1.0,200.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,53150000.0,999999995.0,53150000.0,5315.0,99995.0,5315.0,50249.0,999995.0,50249.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-10.0,-10.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0
275,10022571.0,10022570.0,1.0,4.0,2.2372299284363075,599.6266404796439,202.0,0.0,202.0,6.0,2017.0,5.0,26.0,1.0,3.0,0.0,3.0,809.0,809.0,202.0,57000.0,15.0,50.0,6.0,4.0,54600.0,15.0,10.0,6.0,4.0,0.0,9994.0,94.0,24.0,5.0,24.0,5.0,8.0,1.0,1.0,5.0,5.7,5.0,5.7,5.0,9995.0,0.0,0.0,0.0,202.0,202.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,200.0,202.0,1.0,202.0,0.0,1.0,202.0,4.0,706.0,95.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,14.0,4.0,2.0,1.0,1.0,1.0,200.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,53150000.0,53150000.0,53150000.0,5315.0,5315.0,5315.0,50249.0,50249.0,50249.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-10.0,-10.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0
276,10022571.0,10022570.0,1.0,5.0,2.2372299284363075,599.6266404796439,202.0,0.0,202.0,6.0,2017.0,5.0,26.0,1.0,3.0,0.0,3.0,809.0,809.0,202.0,75600.0,21.0,0.0,8.0,6.0,76800.0,21.0,20.0,8.0,6.0,0.0,20.0,5.0,20.0,5.0,20.0,5.0,8.0,1.0,6.0,5.0,9999.0,99.0,4.89,4.0,9995.0,0.0,0.0,0.0,202.0,202.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,200.0,202.0,1.0,202.0,0.0,1.0,202.0,1.0,706.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,14.0,4.0,2.0,1.0,1.0,1.0,200.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,6.0,111.0,71.0,11.0,1.0,71.0,51.0,53150000.0,53150000.0,53150000.0,5315.0,5315.0,5315.0,50249.0,50249.0,50249.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,-10.0,-10.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0
277,10023871.0,10023870.0,1.0,1.0,0.17971939317766808,48.16873518024428,0.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,12.0,1.0,810.0,21600.0,6.0,0.0,2.0,1.0,23100.0,6.0,25.0,2.0,1.0,0.0,25.0,5.0,25.0,5.0,25.0,5.0,1.0,1.0,1.0,1.0,19.0,6.0,19.0,6.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,5.0,706.0,95.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,11.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,91760139.0,91760139.0,9176.0,9176.0,9176.0,91002.0,91002.0,91002.0,1.0,4.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,40.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
278,10023871.0,10023870.0,1.0,2.0,0.17971939317766808,48.16873518024428,0.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,809.0,809.0,809.0,59400.0,16.0,30.0,6.0,5.0,61200.0,17.0,0.0,7.0,5.0,0.0,30.0,6.0,30.0,6.0,30.0,6.0,8.0,1.0,1.0,5.0,19.0,6.0,19.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,5.0,706.0,95.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,11.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,91760139.0,91760139.0,9176.0,9176.0,9176.0,91002.0,91002.0,91002.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
279,10023872.0,10023870.0,2.0,1.0,0.19948158947620065,53.46543679520557,1.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,12.0,1.0,810.0,35700.0,9.0,55.0,4.0,2.0,36300.0,10.0,5.0,4.0,3.0,0.0,10.0,3.0,10.0,3.0,10.0,3.0,5.0,5.0,5.0,3.0,0.39,1.0,0.39,1.0,2.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,706.0,706.0,706.0,706.0,0.0,1.0,716.0,706.0,706.0,706.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,11.0,1.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,91760139.0,999999995.0,9176.0,9176.0,99995.0,91002.0,91002.0,999995.0,1.0,95.0,6.0,95.0,6.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,95.0,0.0,9995.0,5.0,95.0,2.0,95.0,2.0,95.0,3.0,95.0,4.0,95.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
280,10023872.0,10023870.0,2.0,2.0,0.19948158947620065,53.46543679520557,1.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,809.0,809.0,809.0,38100.0,10.0,35.0,4.0,3.0,38400.0,10.0,40.0,4.0,3.0,0.0,5.0,2.0,5.0,2.0,5.0,2.0,8.0,5.0,5.0,5.0,0.39,1.0,0.39,1.0,4.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,706.0,706.0,706.0,706.0,0.0,1.0,716.0,706.0,706.0,706.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,11.0,1.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,999999995.0,91760139.0,9176.0,99995.0,9176.0,91002.0,999995.0,91002.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
281,10023872.0,10023870.0,2.0,3.0,0.19948158947620065,53.46543679520557,1.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,809.0,809.0,809.0,39600.0,11.0,0.0,5.0,3.0,39900.0,11.0,5.0,5.0,3.0,0.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,2.85,4.0,2.85,4.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,4.0,706.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,11.0,1.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,91760139.0,999999995.0,9176.0,9176.0,9176.0,91002.0,91002.0,91002.0,1.0,1.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
282,10023872.0,10023870.0,2.0,4.0,0.19948158947620065,53.46543679520557,1.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,809.0,809.0,809.0,40800.0,11.0,20.0,5.0,3.0,41100.0,11.0,25.0,5.0,3.0,0.0,5.0,2.0,5.0,2.0,5.0,2.0,8.0,4.0,4.0,5.0,2.85,4.0,2.85,4.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,4.0,706.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,11.0,1.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,999999995.0,91760139.0,9176.0,9176.0,9176.0,91002.0,91002.0,91002.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
283,10023872.0,10023870.0,2.0,5.0,0.19948158947620065,53.46543679520557,1.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,809.0,809.0,809.0,49500.0,13.0,45.0,5.0,4.0,50400.0,14.0,0.0,6.0,4.0,0.0,15.0,4.0,15.0,4.0,15.0,4.0,1.0,1.0,1.0,1.0,11.4,6.0,11.4,6.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,5.0,706.0,5.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,11.0,1.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,91760139.0,91610000.0,9176.0,9176.0,9161.0,91002.0,91002.0,91002.0,1.0,1.0,6.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,6.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
284,10023872.0,10023870.0,2.0,6.0,0.19948158947620065,53.46543679520557,1.0,0.0,1.0,7.0,2017.0,4.0,27.0,1.0,2.0,0.0,3.0,809.0,809.0,809.0,79200.0,22.0,0.0,9.0,7.0,80100.0,22.0,15.0,9.0,7.0,0.0,15.0,4.0,15.0,4.0,15.0,4.0,8.0,1.0,1.0,5.0,11.4,6.0,11.4,6.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,4.0,4.0,8.0,0.0,1.0,706.0,1.0,706.0,0.0,1.0,716.0,5.0,706.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,11.0,1.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,9.0,4.0,3.0,2.0,124.0,73.0,12.0,1.0,76.0,54.0,91760139.0,91610000.0,91760139.0,9176.0,9161.0,9176.0,91002.0,91002.0,91002.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0
